splat_id,pos_x,pos_y,pos_z,scale_x,scale_y,scale_z,rot_w,rot_x,rot_y,rot_z,opacity,sh0_r,sh0_g,sh0_b,shN_0_r,shN_0_g,shN_0_b,shN_1_r,shN_1_g,shN_1_b,shN_2_r,shN_2_g,shN_2_b,shN_3_r,shN_3_g,shN_3_b,shN_4_r,shN_4_g,shN_4_b,shN_5_r,shN_5_g,shN_5_b,shN_6_r,shN_6_g,shN_6_b,shN_7_r,shN_7_g,shN_7_b,shN_8_r,shN_8_g,shN_8_b,shN_9_r,shN_9_g,shN_9_b,shN_10_r,shN_10_g,shN_10_b,shN_11_r,shN_11_g,shN_11_b,shN_12_r,shN_12_g,shN_12_b,shN_13_r,shN_13_g,shN_13_b,shN_14_r,shN_14_g,shN_14_b
54432,-2.01922,-0.107213,1.51877,0.00691414,0.00691414,0.00691414,1,0,0,0,0.5,0.215475,-0.451802,-0.688129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54433,-1.96728,-0.0916062,1.51076,0.00781098,0.00781098,0.00781098,1,0,0,0,0.5,-0.145967,-0.660326,-0.549113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54434,-1.93862,-0.0841905,1.50601,0.010962,0.010962,0.010962,1,0,0,0,0.5,-0.243278,-0.729834,-0.757637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54435,-1.9138,-0.0854561,1.50541,0.00838571,0.00838571,0.00838571,1,0,0,0,0.5,0.841047,0.451802,0.0903605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54436,-1.9138,-0.0854561,1.50541,0.00838571,0.00838571,0.00838571,1,0,0,0,0.5,0.841047,0.451802,0.0903605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54437,-1.90271,-0.0841822,1.50475,0.00991077,0.00991077,0.00991077,1,0,0,0,0.5,0.702031,0.271081,0.0208525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54438,-1.86841,-0.102046,1.50862,0.0124096,0.0124096,0.0124096,1,0,0,0,0.5,0.104262,-0.229376,-0.312786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54439,-1.84592,-0.101932,1.50752,0.0133639,0.0133639,0.0133639,1,0,0,0,0.5,-0.368392,-0.382294,-0.423999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54440,-1.69221,-0.139223,1.50843,0.00860565,0.00860565,0.00860565,1,0,0,0,0.5,0.0903605,-0.507408,-0.660326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54441,-1.5216,-0.156754,1.5068,0.0114655,0.0114655,0.0114655,1,0,0,0,0.5,-0.034754,-0.618621,-0.841047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54442,-1.42755,-0.164588,1.49963,0.01365,0.01365,0.01365,1,0,0,0,0.5,0.187672,-0.298884,-0.423999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54443,-2.59831,-0.0445708,1.52597,0.00810615,0.00810615,0.00810615,1,0,0,0,0.5,0.590818,0.0903605,-0.132065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54444,-2.5395,-0.0579284,1.52713,0.00970152,0.00970152,0.00970152,1,0,0,0,0.5,-0.326688,-0.743735,-0.674227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54445,-2.56161,-0.0570956,1.52943,0.0121468,0.0121468,0.0121468,1,0,0,0,0.5,-0.215475,-0.660326,-0.688129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54446,-2.46708,-0.0721997,1.52938,0.0109751,0.0109751,0.0109751,1,0,0,0,0.5,0.86885,0.590818,0.354491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54447,-2.48133,-0.0861998,1.5336,0.00876034,0.00876034,0.00876034,1,0,0,0,0.5,0.646424,0.271081,-0.0208524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54448,-2.43912,-0.0598745,1.52346,0.00881065,0.00881065,0.00881065,1,0,0,0,0.5,-0.243278,-0.715932,-0.743735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54449,-2.46139,-0.0833653,1.53355,0.0111077,0.0111077,0.0111077,1,0,0,0,0.5,0.17377,-0.354491,-0.451802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54450,-2.37698,-0.0765736,1.52625,0.0139098,0.0139098,0.0139098,1,0,0,0,0.5,0.0903605,-0.507408,-0.507408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54451,-2.33789,-0.0939908,1.52981,0.0104732,0.0104732,0.0104732,1,0,0,0,0.5,0.0208525,-0.674227,-0.827145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54452,-2.3222,-0.11141,1.53452,0.0108163,0.0108163,0.0108163,1,0,0,0,0.5,0.0764589,-0.60472,-0.813243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54453,-2.30976,-0.105903,1.5329,0.0111953,0.0111953,0.0111953,1,0,0,0,0.5,1.00787,0.493507,0.201573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54454,-2.29916,-0.112321,1.53246,0.00893704,0.00893704,0.00893704,1,0,0,0,0.5,-0.145967,-0.618621,-0.660326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54455,-2.20631,-0.0973426,1.52398,0.0106828,0.0106828,0.0106828,1,0,0,0,0.5,0.271081,-0.145967,-0.145967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54456,-2.20631,-0.0973426,1.52398,0.0106828,0.0106828,0.0106828,1,0,0,0,0.5,0.271081,-0.145967,-0.145967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54457,-2.17954,-0.0906245,1.52235,0.00787192,0.00787192,0.00787192,1,0,0,0,0.5,0.646424,0.563015,0.229376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54458,-2.07475,-0.139773,1.53097,0.00968074,0.00968074,0.00968074,1,0,0,0,0.5,-0.215475,-0.715932,-0.688129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54459,-2.02813,-0.119958,1.5222,0.012256,0.012256,0.012256,1,0,0,0,0.5,-0.0903604,-0.688129,-0.910555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54460,-2.04887,-0.121875,1.52823,0.0114066,0.0114066,0.0114066,1,0,0,0,0.5,-0.159868,-0.549113,-0.451802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54461,-2.04471,-0.141575,1.53091,0.0120795,0.0120795,0.0120795,1,0,0,0,0.5,0.549113,-0.0903604,-0.326688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54462,-2.03044,-0.147893,1.53309,0.0106516,0.0106516,0.0106516,1,0,0,0,0.5,-0.423999,-0.674227,-0.674227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54463,-1.80689,-0.149853,1.51971,0.00712033,0.00712033,0.00712033,1,0,0,0,0.5,0.771539,0.17377,-0.159868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54464,-1.80778,-0.178407,1.53057,0.00885103,0.00885103,0.00885103,1,0,0,0,0.5,-0.507408,-0.799342,-0.757637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54465,-1.69309,-0.174158,1.52039,0.0111506,0.0111506,0.0111506,1,0,0,0,0.5,-0.479605,-0.632523,-0.632523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54466,-1.69447,-0.190233,1.52795,0.0106471,0.0106471,0.0106471,1,0,0,0,0.5,-0.493507,-0.688129,-0.688129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54467,-1.53429,-0.200336,1.51623,0.0102068,0.0102068,0.0102068,1,0,0,0,0.5,0.95226,0.799342,0.549113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54468,-1.53443,-0.215726,1.52167,0.0112442,0.0112442,0.0112442,1,0,0,0,0.5,0.882752,0.841047,0.632523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54469,-1.51734,-0.199168,1.51971,0.00959025,0.00959025,0.00959025,1,0,0,0,0.5,-0.326688,-0.938358,-0.95226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54470,-1.49464,-0.198981,1.52053,0.011507,0.011507,0.011507,1,0,0,0,0.5,-0.187672,-0.660326,-0.757637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54471,-2.61807,-0.106609,1.54863,0.00894005,0.00894005,0.00894005,1,0,0,0,0.5,-0.201573,-0.688129,-0.688129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54472,-2.60368,-0.0716042,1.53622,0.0106722,0.0106722,0.0106722,1,0,0,0,0.5,0.702031,0.201573,0.0069509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54473,-2.5841,-0.11163,1.54662,0.00786339,0.00786339,0.00786339,1,0,0,0,0.5,0.813244,0.4379,0.132065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54474,-2.57021,-0.0824542,1.53704,0.011724,0.011724,0.011724,1,0,0,0,0.5,-0.145967,-0.632523,-0.576916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54475,-2.5566,-0.0911543,1.53935,0.0109149,0.0109149,0.0109149,1,0,0,0,0.5,-0.034754,-0.382294,-0.340589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54476,-2.5566,-0.0911543,1.53935,0.0109149,0.0109149,0.0109149,1,0,0,0,0.5,-0.034754,-0.382294,-0.340589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54477,-2.44263,-0.0958777,1.53634,0.00873999,0.00873999,0.00873999,1,0,0,0,0.5,1.04957,0.799342,0.507408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54478,-2.38455,-0.110539,1.53826,0.0126213,0.0126213,0.0126213,1,0,0,0,0.5,-0.145967,-0.771539,-0.757637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54479,-2.31813,-0.154502,1.5492,0.0113821,0.0113821,0.0113821,1,0,0,0,0.5,0.576916,-0.104262,-0.312786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54480,-2.27325,-0.12843,1.53788,0.0103595,0.0103595,0.0103595,1,0,0,0,0.5,-0.0208524,-0.396196,-0.451802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54481,-2.30308,-0.138813,1.54347,0.0103486,0.0103486,0.0103486,1,0,0,0,0.5,1.14688,0.743736,0.451802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54482,-2.28343,-0.15119,1.54529,0.0112068,0.0112068,0.0112068,1,0,0,0,0.5,0.284983,-0.118164,-0.17377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54483,-2.0515,-0.182422,1.54346,0.00815456,0.00815456,0.00815456,1,0,0,0,0.5,-0.340589,-0.715932,-0.757637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54484,-2.0515,-0.182422,1.54346,0.00815456,0.00815456,0.00815456,1,0,0,0,0.5,-0.340589,-0.715932,-0.757637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54485,-2.01133,-0.175428,1.53962,0.0105774,0.0105774,0.0105774,1,0,0,0,0.5,-0.284983,-0.632523,-0.674227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54486,-2.01616,-0.198634,1.54889,0.0113729,0.0113729,0.0113729,1,0,0,0,0.5,0.0625573,-0.312786,-0.354491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54487,-1.99149,-0.166658,1.53703,0.0103405,0.0103405,0.0103405,1,0,0,0,0.5,-0.229376,-0.479605,-0.549113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54488,-1.83264,-0.216202,1.54014,0.0113957,0.0113957,0.0113957,1,0,0,0,0.5,0.910555,0.729834,0.507408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54489,-1.54668,-0.255567,1.51786,0.0105547,0.0105547,0.0105547,1,0,0,0,0.5,-0.95226,-1.25809,-1.45272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54490,-1.52266,-0.252155,1.53751,0.00789424,0.00789424,0.00789424,1,0,0,0,0.5,0.771539,0.25718,0.132065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54491,-1.26701,-0.275162,1.55115,0.010441,0.010441,0.010441,1,0,0,0,0.5,0.0486557,-0.229376,-0.410097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54492,-2.63286,-0.127659,1.55565,0.00957264,0.00957264,0.00957264,1,0,0,0,0.5,0.688129,0.17377,-0.0625572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54493,-2.62864,-0.14044,1.55965,0.00788607,0.00788607,0.00788607,1,0,0,0,0.5,-0.243278,-0.660326,-0.646424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54494,-2.62228,-0.140077,1.55966,0.00907125,0.00907125,0.00907125,1,0,0,0,0.5,-0.25718,-0.535212,-0.382294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54495,-2.598,-0.11771,1.55066,0.0123153,0.0123153,0.0123153,1,0,0,0,0.5,0.535212,0.312786,0.0903605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54496,-2.61214,-0.139851,1.55933,0.0099168,0.0099168,0.0099168,1,0,0,0,0.5,-0.215475,-0.563015,-0.549113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54497,-2.58619,-0.150006,1.55899,0.00928571,0.00928571,0.00928571,1,0,0,0,0.5,-0.17377,-0.576916,-0.507408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54498,-2.57275,-0.143336,1.55364,0.0107767,0.0107767,0.0107767,1,0,0,0,0.5,-0.563015,-0.771539,-0.729834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54499,-2.57294,-0.151363,1.55757,0.0105686,0.0105686,0.0105686,1,0,0,0,0.5,-0.284983,-0.465704,-0.4379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54500,-2.37661,-0.170338,1.55646,0.0103301,0.0103301,0.0103301,1,0,0,0,0.5,-0.0764588,-0.799342,-0.882751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54501,-2.36053,-0.185977,1.56167,0.0103659,0.0103659,0.0103659,1,0,0,0,0.5,-0.0069508,-0.660326,-0.841047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54502,-2.34113,-0.154569,1.54826,0.00859827,0.00859827,0.00859827,1,0,0,0,0.5,-0.354491,-0.78544,-0.702031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54503,-2.34765,-0.178307,1.55748,0.00958851,0.00958851,0.00958851,1,0,0,0,0.5,0.326688,-0.423999,-0.688129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54504,-2.30198,-0.162926,1.55012,0.00836376,0.00836376,0.00836376,1,0,0,0,0.5,-0.340589,-0.576916,-0.465704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54505,-2.28718,-0.1645,1.54951,0.0100403,0.0100403,0.0100403,1,0,0,0,0.5,-0.0069508,-0.688129,-0.674227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54506,-2.09857,-0.207781,1.55422,0.0097378,0.0097378,0.0097378,1,0,0,0,0.5,0.104262,-0.52131,-0.854948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54507,-2.09857,-0.207781,1.55422,0.0097378,0.0097378,0.0097378,1,0,0,0,0.5,0.104262,-0.52131,-0.854948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54508,-2.05138,-0.198028,1.55044,0.00988172,0.00988172,0.00988172,1,0,0,0,0.5,-0.215475,-0.632523,-0.688129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54509,-2.06319,-0.239949,1.56445,0.0108609,0.0108609,0.0108609,1,0,0,0,0.5,0.95226,0.423999,0.118164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54510,-2.06319,-0.239949,1.56445,0.0108609,0.0108609,0.0108609,1,0,0,0,0.5,0.95226,0.423999,0.118164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54511,-2.04686,-0.207038,1.55236,0.00757137,0.00757137,0.00757137,1,0,0,0,0.5,-0.25718,-0.688129,-0.618621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54512,-2.01027,-0.207842,1.55072,0.00927976,0.00927976,0.00927976,1,0,0,0,0.5,-0.298884,-0.563015,-0.590818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54513,-2.03567,-0.239683,1.56195,0.00921177,0.00921177,0.00921177,1,0,0,0,0.5,-0.493507,-0.910555,-0.841047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54514,-2.02213,-0.237021,1.56123,0.0115025,0.0115025,0.0115025,1,0,0,0,0.5,0.86885,0.312786,0.17377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54515,-1.97252,-0.236736,1.55235,0.0107064,0.0107064,0.0107064,1,0,0,0,0.5,-0.743735,-0.674227,-0.715932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54516,-1.69641,-0.261452,1.55265,0.00892664,0.00892664,0.00892664,1,0,0,0,0.5,-0.312786,-0.702031,-0.743735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54517,-1.69451,-0.30461,1.56504,0.0128649,0.0128649,0.0128649,1,0,0,0,0.5,-0.215475,-0.354491,-0.382294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
